-DOCSTART- -X- -X- -X-
basil O O O
risotto. O O O
After O O O
pizza, O O O
there O O O
is O O O
an O O O
affogato O O O
that O O O
is O O O
exactly O O O
right, O O O
an O O O
ice O O O
cream O O O
sandwich O O O
that's O O O
harder O O O
to O O O
like O O O
than O O O
it O O O
should O O O
be O O O
(the O O O
salted O O O
chocolate O O O
cookies O O O
could O O O
be O O O
thinner O O O
or O O O
softer, O O O
the O O O
pistachios O O O
crisper) O O O
and O O O
a O O O
cup O O O
of O O O
tiramisù O O O
that's O O O
bracingly O O O
drenched O O O
in O O O
espresso. O O O
It O O O
costs O O O
just O O O
$5, O O O
which O O O
is O O O
helpful O O O
because O O O
pizza O O O
and O O O
fried O O O
food O O O
both O O O
need O O O
bubbles. O O O
Marta O O O
has O O O
a O O O
few O O O
Italian O O O
sparkling O O O
wines, O O O
but O O O
the O O O
real O O O
action O O O
is O O O
in O O O
the O O O
stockpile O O O
of O O O
nearly O O O
40 O O O
Champagnes, O O O
from O O O
a O O O
$66 O O O
Roger O O O
Pouillon O O O
Cuvée O O O
de O O O
Réserve O O O
to O O O
some O O O
$300-plus O O O
vintage O O O
treats. O O O
Nobody O O O
goes O O O
to O O O
Rome O O O
for O O O
Champagne O O O
with O O O
pizza, O O O
either, O O O
but O O O
this O O O
isn't O O O
Rome. O O O
   
   
-DOCSTART- -X- -X- -X-
   
A O O O
new O O O
restaurant O O O
from O O O
the O O O
chefs O O O
Rich O O O
Torrisi O O O
and O O O
Mario O O O
Carbone O O O
and O O O
their O O O
partner O O O
Jeff O O O
Zalaznick O O O
tiptoed O O O
onto O O O
the O O O
Lower B-LOC B-LOC O
East I-LOC I-LOC O
Side I-LOC I-LOC O
in O O O
September, O O O
demurely O O O
announcing O O O
its O O O
name O O O
with O O O
two O O O
eight-foot-high O O O
neon O O O
signs O O O
in O O O
peep-show O O O
pink. O O O
DIRTY, O B-EST O
says O O O
one. O O O
FRENCH, O B-EST O
reads O O O
the O O O
other. O O O
Diners O O O
who O O O
have O O O
reservations O O O
for O O O
Dirty B-EST B-EST O
French I-EST I-EST O
, O O O
secured O O O
with O O O
a O O O
credit O O O
card O O O
and O O O
a O O O
gentle O O O
warning O O O
of O O O
a O O O
modest O O O
$50-a-person O O O
cancellation O O O
fee, O O O
will O O O
find O O O
a O O O
dining O O O
room O O O
inside O O O
the O O O
Ludlow B-LOC B-LOC O
hotel I-LOC I-LOC O
that O O O
is O O O
decorated O O O
with O O O
a O O O
few O O O
shoestring-budget O O O
items, O O O
like O O O
a O O O
wall-length O O O
antique O O O
carnival O O O
mirror O O O
shipped O O O
from O O O
France. B-LOC B-LOC O
A O O O
few O O O
weeks O O O
ago, O O O
the O O O
partners O O O
had O O O
the O O O
artist O O O
Rashid O O O
Johnson, O O O
a O O O
frequent O O O
guest, O O O
throw O O O
oozing O O O
slicks O O O
of O O O
wax O O O
blended O O O
with O O O
West O O O
African O O O
black O O O
soap O O O
against O O O
the O O O
mirror's O O O
glass. O O O
(Around O O O
the O O O
same O O O
time, O O O
one O O O
of O O O
Mr. O O O
Johnson's O O O
wax-and-soap O O O
works O O O
sold O O O
at O O O
auction O O O
for O O O
just O O O
under O O O
$200,000.) O O O
Across O O O
from O O O
the O O O
mirror, O O O
over O O O
the O O O
bar, O O O
is O O O
a O O O
wide O O O
French O O O
flag O O O
that O O O
Julian O O O
Schnabel O O O
splotched O O O
with O O O
ink. O O O
Down O O O
on O O O
the O O O
tiled O O O
floor, O O O
in O O O
another O O O
humble O O O
little O O O
gesture, O O O
servers O O O
lope O O O
around O O O
in O O O
squeaky-fresh O O O
limited O O O
edition O O O
Air O O O
Jordans O O O
from O O O
the O O O
'80s, O O O
some O O O
of O O O
which O O O
probably O O O
cost O O O
more O O O
than O O O
I O O O
paid O O O
for O O O
my O O O
first O O O
car. O O O
Ever O O O
since O O O
Carbone B-EST B-EST O
and O O O
its O O O
neighbor, O O O
ZZ's B-EST B-EST O
Clam I-EST I-EST O
Bar, I-EST I-EST O
came O O O
along, O O O
swagger O O O
and O O O
money O O O
have O O O
been O O O
to O O O
Torrisi-Carbone-Zalaznick O O O
establishments O O O
what O O O
blinking O O O
lights O O O
and O O O
sitars O O O
are O O O
to O O O
Sixth B-LOC B-LOC O
Street's I-LOC I-LOC O
Curry B-EST B-EST O
Row. I-EST I-EST O
If O O O
the O O O
word O O O
for O O O
flaunting O O O
cash O O O
and O O O
art-world O O O
connections O O O
like O O O
this O O O
doesn't O O O
occur O O O
to O O O
you O O O
immediately, O O O
look O O O
at O O O
the O O O
strutting O O O
crowd O O O
of O O O
ceramic O O O
roosters O O O
that O O O
Mr. O O O
Zalaznick O O O
spray-painted O O O
in O O O
screaming O O O
pink: O O O
Dirty B-EST B-EST O
French I-EST I-EST O
is O O O
one O O O
cocky O O O
restaurant. O O O
It O O O
can O O O
also O O O
be O O O
an O O O
immensely O O O
enjoyable O O O
one. O O O
That O O O
sounds O O O
contradictory, O O O
but O O O
the O O O
same O O O
self-confidence O O O
that O O O
can O O O
get O O O
on O O O
your O O O
nerves O O O
also O O O
allows O O O
this O O O
crew O O O
to O O O
mess O O O
around O O O
with O O O
French B-CUISINE B-CUISINE O
cuisine O O O
with O O O
a O O O
hugely O O O
energizing O O O
lack O O O
of O O O
respect. O O O
In O O O
unnatural O O O
crossbreeding O O O
experiments, O O O
they O O O
force O O O
bistro B-CUISINE B-TYPE O
cooking O O O
to O O O
mate O O O
with O O O
haute B-CUISINE B-CUISINE O
cuisine. I-CUISINE O O
To O O O
make O O O
dinner O O O
less O O O
stuffy O O O
and O O O
formal, O O O
they O O O
bring O O O
back O O O
stuffy O O O
formalities O O O
like O O O
cut-glass O O O
wine O O O
carafes O O O
and O O O
frilly O O O
oyster O O O
plates. O O O
They O O O
smudge O O O
the O O O
pages O O O
of O O O
Escoffier O O O
with O O O
strange O O O
foreign O O O
spices. O O O
It O O O
may O O O
sound O O O
like O O O
run-of-the-mill O O O
fusion, O O O
but O O O
it O O O
is O O O
a O O O
top-to-bottom O O O
remix, O O O
and O O O
nearly O O O
every O O O
weird O O O
mongrel O O O
idea O O O
leads O O O
in O O O
the O O O
direction O O O
of O O O
more O O O
flavor O O O
or O O O
more O O O
fun. O O O
Chefs O O O
more O O O
deferential O O O
to O O O
custom O O O
may O O O
not O O O
have O O O
ditched O O O
the O O O
hallowed O O O
basket O O O
of O O O
levain B-FOOD O O
or O O O
baguette B-FOOD O O
à I-FOOD O O
l'ancienne I-FOOD O O
in O O O
favor O O O
of O O O
a O O O
flatbread B-DISH O O
inspired O O O
by O O O
the O O O
mahjeb B-FOOD O O
Mr. O O O
Torrisi O O O
ate, O O O
one O O O
loaf O O O
after O O O
another, O O O
in O O O
a O O O
North O O O
African O O O
neighborhood O O O
of O O O
Paris. B-LOC O O
It's O O O
no O O O
innovation, O O O
this O O O
bread, B-FOOD O O
just O O O
pita B-FOOD O O
dough I-FOOD O O
griddled O O O
in O O O
plenty O O O
of O O O
olive B-FOOD O O
oil, I-FOOD O O
buried O O O
under O O O
Provençal B-FOOD O O
herbs I-FOOD O O
and O O O
sent O O O
out O O O
with O O O
a O O O
snowbank O O O
of O O O
fromage B-FOOD O O
blanc, I-FOOD O O
but O O O
people O O O
tore O O O
it O O O
up O O O
with O O O
greedy, O O O
greasy O O O
fingers O O O
at O O O
every O O O
table, O O O
mine O O O
included. O O O
Not O O O
that O O O
the O O O
chefs O O O
hide O O O
their O O O
training. O O O
(Mr. O O O
Torrisi O O O
worked O O O
for O O O
years O O O
under O O O
Daniel O O O
Boulud O O O
and O O O
takes O O O
the O O O
lead O O O
in O O O
this O O O
kitchen.) O O O
The O O O
mille-feuille B-DISH O O
is O O O
a O O O
technical O O O
showstopper, O O O
an O O O
accordion O O O
of O O O
ribbon-thin O O O
king B-FOOD O O
trumpet I-FOOD O O
mushroom I-FOOD O O
stems I-FOOD O O
folded O O O
over O O O
and O O O
over. O O O
It O O O
looks O O O
like O O O
pastry B-FOOD O O
but O O O
pulls O O O
apart O O O
like O O O
buttered B-FOOD O O
noodles, I-FOOD O O
and O O O
when O O O
you O O O
drag O O O
them O O O
through O O O
a O O O
pool O O O
of O O O
green B-FOOD O O
curry, I-FOOD O O
the O O O
scene O O O
shifts O O O
to O O O
Thailand. B-LOC O O
It's O O O
a O O O
disorienting O O O
dish, O O O
and O O O
makes O O O
your O O O
head O O O
spin O O O
in O O O
a O O O
wonderful O O O
way. O O O
The O O O
restaurant O O O
creates O O O
a O O O
parallel O O O
world O O O
where O O O
French B-FOOD O O
pastry I-FOOD O O
turns O O O
into O O O
Thai B-FOOD O O
curry; I-FOOD O O
it's O O O
as O O O
if O O O
the O O O
chefs O O O
have O O O
imagined O O O
an O O O
alternative O O O
history O O O
in O O O
which O O O
the O O O
leading O O O
kitchens O O O
of O O O
France B-LOC O O
turned O O O
left O O O
instead O O O
of O O O
right O O O
several O O O
decades O O O
ago. O O O
What O O O
if O O O
nouvelle B-CUISINE O O
cuisine I-CUISINE O O
had O O O
embraced O O O
maximalism O O O
instead O O O
of O O O
minimalism, O O O
full-frontal O O O
abandon O O O
instead O O O
of O O O
lean O O O
precision? O O O
And O O O
what O O O
if, O O O
instead O O O
of O O O
teaching O O O
Americans O O O
to O O O
make O O O
puff B-FOOD O O
pastry, I-FOOD O O
the O O O
country's O O O
chefs O O O
had O O O
taken O O O
cooking O O O
lessons O O O
from O O O
the O O O
rest O O O
of O O O
the O O O
French-speaking O O O
world? O O O
For O O O
one O O O
thing, O O O
they O O O
might O O O
have O O O
come O O O
up O O O
with O O O
Dirty B-EST O O
French's I-EST O O
glorious O O O
lamb B-DISH O O
carpaccio. I-DISH O O
Brushed O O O
with O O O
a O O O
slow-burning O O O
raz B-FOOD O O
al I-FOOD O O
hanout I-FOOD O O
oil, I-FOOD O O
sprinkled O O O
with O O O
tart O O O
sumac B-FOOD O O
powder I-FOOD O O
and O O O
fresh O O O
herbs, B-FOOD O O
dotted O O O
with O O O
sheep's O O O
milk O O O
yogurt O O O
and O O O
preserved O O O
lemon O O O
and O O O
wheels O O O
of O O O
roasted O O O
eggplant, O O O
the O O O
slices O O O
of O O O
lamb O O O
loin O O O
are O O O
saddled O O O
with O O O
as O O O
much O O O
flavor O O O
as O O O
they O O O
can O O O
reasonably O O O
be O O O
asked O O O
to O O O
carry. O O O
Or, O O O
though O O O
this O O O
probably O O O
needed O O O
a O O O
push O O O
from O O O
the O O O
roast-chicken O O O
gold O O O
rush O O O
started O O O
at O O O
the O O O
NoMad O O O
, O O O
they O O O
might O O O
have O O O
hit O O O
upon O O O
Dirty O O O
French's O O O
$72 O O O
poultry O O O
feast. O O O
First O O O
to O O O
arrive O O O
is O O O
the O O O
sneakily O O O
rich O O O
(translation: O O O
you O O O
can't O O O
see O O O
the O O O
foie O O O
gras) O O O
white O O O
meat O O O
in O O O
mustard-herb O O O
sauce. O O O
Then O O O
the O O O
bird's O O O
hindquarters O O O
show O O O
up O O O
on O O O
a O O O
cutting O O O
board. O O O
They've O O O
been O O O
soaked O O O
in O O O
a O O O
Vietnamese O O O
marinade O O O
of O O O
soy, O O O
fish O O O
sauce O O O
and O O O
lemon O O O
grass, O O O
slowly O O O
cooked O O O
in O O O
melted O O O
chicken O O O
fat O O O
(oh O O O
yes O O O
they O O O
have), O O O
then O O O
grilled O O O
and O O O
freshened O O O
up O O O
with O O O
lime O O O
zest. O O O
The O O O
chicken O O O
comes O O O
with O O O
crepes, O O O
irrelevantly; O O O
just O O O
pick O O O
up O O O
a O O O
drumstick O O O
and O O O
get O O O
to O O O
work O O O
on O O O
that O O O
burnished O O O
skin. O O O
The O O O
chefs O O O
have O O O
an O O O
instinct O O O
for O O O
the O O O
right O O O
kind O O O
of O O O
too O O O
much, O O O
but O O O
some O O O
dishes O O O
trip O O O
into O O O
the O O O
wrong O O O
kind. O O O
A O O O
deeply O O O
aromatic O O O
and O O O
fairly O O O
traditional O O O
bouillabaisse O O O
was O O O
thick O O O
with O O O
octopus, O O O
mussels, O O O
monkfish O O O
and O O O
one O O O
small, O O O
whole, O O O
wonderful O O O
red O O O
mullet. O O O
Cuttlefish O O O
ink O O O
took O O O
the O O O
broth O O O
to O O O
the O O O
outer O O O
edge O O O
of O O O
intensity, O O O
but O O O
the O O O
medicinal O O O
taste O O O
of O O O
fresh O O O
marjoram O O O
in O O O
some O O O
spoonfuls O O O
went O O O
beyond O O O
it. O O O
And O O O
while O O O
duck O O O
heart O O O
kebabs O O O
unloaded O O O
at O O O
the O O O
table O O O
added O O O
brawn O O O
to O O O
a O O O
frisée O O O
and O O O
lardons O O O
salad, O O O
the O O O
blast O O O
of O O O
mustard O O O
in O O O
the O O O
dressing O O O
was O O O
an O O O
excessive O O O
use O O O
of O O O
force. O O O
A O O O
programmatic O O O
rollout O O O
of O O O
the O O O
formula O O O
-- O O O
Something O O O
Clearly O O O
French O O O
Under O O O
Heaps O O O
of O O O
Post-Colonial O O O
Exotica O O O
-- O O O
doesn't O O O
guarantee O O O
a O O O
sprinkling O O O
of O O O
magical O O O
pixie O O O
dust O O O
on O O O
every O O O
plate. O O O
Baked O O O
clams O O O
seemed O O O
perplexed O O O
by O O O
their O O O
thick O O O
jackets O O O
of O O O
almonds O O O
and O O O
Ethiopian O O O
spices, O O O
and O O O
so O O O
was O O O
I. O O O
A O O O
beautifully O O O
cooked O O O
trout O O O
meunière O O O
was O O O
speckled O O O
with O O O
sesame O O O
seeds O O O
and O O O
herbs, O O O
a O O O
mix O O O
that O O O
came O O O
across O O O
as O O O
an O O O
oddly O O O
neutered O O O
za'atar. O O O
Still, O O O
you O O O
can O O O
eat O O O
extraordinarily O O O
well O O O
by O O O
calling O O O
your O O O
shots O O O
and O O O
rolling O O O
with O O O
the O O O
loose, O O O
genial O O O
decadence O O O
of O O O
the O O O
place. O O O
The O O O
mood O O O
is O O O
set O O O
when O O O
a O O O
server O O O
comes O O O
over O O O
and O O O
says, O O O
in O O O
as O O O
laid-back O O O
a O O O
tone O O O
as O O O
anyone O O O
can O O O
manage O O O
while O O O
lugging O O O
an O O O
enormous O O O
19th-century O O O
sterling O O O
silver O O O
punch O O O
bowl O O O
filled O O O
with O O O
ice, O O O
"I O O O
wanted O O O
to O O O
let O O O
you O O O
have O O O
a O O O
look O O O
at O O O
tonight's O O O
oysters." O O O
Oysters: O O O
Why O O O
not? O O O
It O O O
continues O O O
when O O O
Lelañea O O O
Fulton, O O O
who O O O
assembled O O O
a O O O
wine O O O
list O O O
that O O O
is O O O
all O O O
French, O O O
and O O O
fun O O O
for O O O
all O O O
kinds O O O
of O O O
budgets, O O O
shows O O O
up O O O
dressed O O O
like O O O
one O O O
of O O O
Charlie's O O O
Angels O O O
working O O O
undercover O O O
as O O O
a O O O
sommelier. O O O
Old O O O
Châteauneuf-du-Pape? O O O
Sure. O O O
It O O O
goes O O O
on O O O
through O O O
dessert, O O O
under O O O
the O O O
assured O O O
hand O O O
of O O O
the O O O
pastry O O O
chef O O O
Heather O O O
Bertinetti, O O O
who O O O
gracefully O O O
threads O O O
her O O O
way O O O
through O O O
the O O O
French-exotic O O O
conceit O O O
with O O O
a O O O
delicately O O O
architectural O O O
coconut-passionfruit O O O
Napoleon O O O
and O O O
a O O O
very O O O
short O O O
but O O O
very O O O
good O O O
pineapple O O O
tarte O O O
Tatin, O O O
rum-raisin O O O
ice O O O
cream O O O
on O O O
top. O O O
Mr. O O O
Torrisi, O O O
Mr. O O O
Carbone O O O
and O O O
Mr. O O O
Zalaznick, O O O
cautious O O O
and O O O
retiring O O O
as O O O
ever, O O O
plan O O O
to O O O
open O O O
three O O O
original O O O
restaurants O O O
next O O O
year O O O
while O O O
continuing O O O
to O O O
build O O O
new O O O
Parm O O O
locations. O O O
The O O O
question O O O
is O O O
whether O O O
this O O O
will O O O
leave O O O
them O O O
the O O O
energy O O O
to O O O
keep O O O
refining O O O
their O O O
mongrel O O O
bistro O O O
on O O O
Ludlow O O O
Street O O O
while O O O
rolling O O O
out O O O
its O O O
breakfast O O O
and O O O
lunch O O O
menus O O O
in O O O
the O O O
coming O O O
months. O O O
Dirty O O O
French O O O
needs O O O
time O O O
to O O O
grow O O O
into O O O
its O O O
ideas, O O O
and O O O
maybe O O O
to O O O
grow O O O
out O O O
of O O O
a O O O
few O O O
of O O O
them. O O O
   
   
-DOCSTART- -X- -X- -X-
   
A O O O
little O O O
skepticism O O O
is O O O
in O O O
order O O O
when O O O
you O O O
hear O O O
about O O O
the O O O
work O O O
history O O O
of O O O
a O O O
chef O O O
running O O O
a O O O
kitchen O O O
for O O O
the O O O
first O O O
time. O O O
As O O O
frequent O O O
diners O O O
know O O O
from O O O
sad O O O
experience, O O O
it O O O
is, O O O
in O O O
fact, O O O
possible O O O
to O O O
cook O O O
in O O O
an O O O
acclaimed O O O
restaurant O O O
without O O O
picking O O O
up O O O
any O O O
of O O O
the O O O
qualities O O O
that O O O
it's O O O
acclaimed O O O
for. O O O
Even O O O
when O O O
actual O O O
skills O O O
have O O O
been O O O
learned, O O O
they O O O
are O O O
not O O O
always O O O
obvious. O O O
Or, O O O
occasionally, O O O
they're O O O
all O O O
too O O O
obvious, O O O
and O O O
you'll O O O
catch O O O
somebody O O O
in O O O
a O O O
two-person O O O
kitchen O O O
trying O O O
to O O O
replicate O O O
dishes O O O
originally O O O
assembled O O O
by O O O
a O O O
team O O O
of O O O
40. O O O
One O O O
interesting O O O
thing O O O
about O O O
Soogil O O O
Lim O O O
is O O O
that O O O
you O O O
can O O O
almost O O O
draw O O O
a O O O
straight O O O
line O O O
from O O O
his O O O
résumé O O O
to O O O
what's O O O
on O O O
the O O O
table O O O
at O O O
his O O O
four-month-old O O O
restaurant O O O
in O O O
the O O O
East B-LOC B-LOC O
Village, I-LOC I-LOC O
Soogil B-EST B-EST O
. O O O
It's O O O
easy O O O
to O O O
spot O O O
the O O O
imprint O O O
of O O O
Hooni O O O
Kim's O O O
Hanjan O B-EST O
, O O O
where O O O
he O O O
was O O O
the O O O
executive O O O
chef O O O
for O O O
four O O O
years. O O O
Mr. O O O
Lim O O O
lived O O O
in O O O
South B-LOC B-LOC O
Korea I-LOC I-LOC O
until O O O
he O O O
was O O O
28, O O O
so O O O
what O O O
he O O O
learned O O O
at O O O
Hanjan B-EST B-EST O
was O O O
not O O O
how O O O
to O O O
make O O O
the O O O
country's O O O
traditional O O O
food O O O
but O O O
how O O O
to O O O
rework O O O
it O O O
into O O O
appealing, O O O
contemporary O O O
small O O O
plates. O O O
Daniel B-EST B-EST O
, O O O
where O O O
he O O O
spent O O O
seven O O O
years O O O
and O O O
reached O O O
the O O O
rank O O O
of O O O
sous-chef, O O O
turns O O O
up O O O
in O O O
the O O O
French B-CUISINE B-CUISINE O
techniques O O O
Mr. O O O
Lim O O O
leans O O O
on, O O O
in O O O
the O O O
crisp O O O
presentations O O O
that O O O
carry O O O
an O O O
echo O O O
of O O O
nouvelle B-CUISINE B-CUISINE O
cuisine, O O O
in O O O
the O O O
tender O O O
braised B-DISH B-DISH O
short I-DISH I-DISH O
rib, I-DISH I-DISH O
in O O O
his O O O
fondness O O O
for O O O
foie B-FOOD B-FOOD O
gras I-FOOD I-FOOD O
and O O O
in O O O
his O O O
preference O O O
for O O O
skillfully O O O
modulating O O O
flavors O O O
rather O O O
than O O O
tossing O O O
umami O O O
grenades. O O O
It's O O O
also O O O
apparent, O O O
when O O O
you O O O
look O O O
around O O O
the O O O
dining O O O
room, O O O
that O O O
in O O O
his O O O
earlier O O O
jobs O O O
Mr. O O O
Lim O O O
spent O O O
most O O O
of O O O
his O O O
time O O O
in O O O
the O O O
kitchen; O O O
the O O O
lineage O O O
you O O O
taste O O O
in O O O
his O O O
cooking O O O
doesn't O O O
show O O O
up O O O
in O O O
the O O O
design. O O O
Soogil B-EST B-EST O
(SOO-gil) O O O
doesn't O O O
evoke O O O
a O O O
rambunctious O O O
Korean B-CUISINE B-CUISINE O
